lbl	5.716e-07	-2.27862e-06	-1.79088e-06	-1.6277e-06	-1.50357e-06	1.2376e-06	-2.21653e-07	-1.03018e-06	2.36841e-06	-7.9914e-07	1.04294e-06	-1.56645e-07	-1.50065e-06	1.41853e-06	1.53934e-06	-7.40691e-07	-2.81857e-07	-3.27942e-08	1.80018e-07	-2.36033e-06	1.48657e-06	3.70067e-07	9.23219e-07	9.39785e-07	-6.92453e-07	2.02893e-06	4.31339e-07	5.51437e-07	-6.86211e-07	-8.25446e-07	5.60075e-07	-1.45736e-06	7.13497e-07	1.88905e-06	1.23885e-06	8.26641e-07	6.79762e-07	-2.1297e-06	2.61722e-06	2.18971e-06	1.60976e-07	3.00836e-06	-1.98817e-07	-2.72862e-06	-5.17383e-07	1.28921e-06	7.15798e-08	2.36838e-06	3.82908e-07	-3.83267e-06	7.80202e-07	7.43079e-07	4.55147e-07	-7.65641e-07	1.22159e-06	1.11583e-06	-9.48585e-07	1.77213e-06	9.2717e-07	-9.57806e-07	-7.37542e-07	-5.89018e-07	-1.55599e-06	1.7263e-06	-1.95398e-06	2.82935e-06	1.15971e-06	7.13978e-07	2.21532e-06	-2.69874e-07	1.48941e-06	1.85396e-06	2.61707e-06	-3.54159e-09	4.75653e-07	7.50591e-07	1.08355e-06	-3.15207e-06	-5.0838e-07	1.3989e-06	-5.8248e-07	2.21489e-06	1.31412e-06	-6.04827e-07	-8.64023e-07	-1.32473e-07	-2.10915e-06	4.2276e-07	1.37345e-06	-9.60501e-07	-1.85606e-06	-1.37431e-06	-1.903e-07	-7.97633e-07	-2.40303e-06	4.92735e-07	-8.88792e-07	8.91376e-07	2.01395e-06	-7.58958e-07	7.53114e-07	-2.19316e-07	3.01568e-06	2.32551e-06	-1.27618e-06	-1.30604e-06	-2.8123e-07	4.90038e-07	5.79281e-07	4.08243e-07	9.93584e-07	1.48406e-06	-1.15004e-06	6.26568e-07	1.07051e-06	1.7127e-06	1.0729e-08	2.29362e-06	9.35575e-07	-1.4722e-06	1.58643e-06	-9.63065e-07	1.02576e-06	2.54694e-06	1.24504e-06	2.07491e-07	2.03682e-07	-2.26096e-07
ldur_xnum,_[xnum,_ofst]	-7.28458e-06	5.14961e-06	-1.41255e-05	-1.68295e-05	-7.16529e-06	5.77543e-06	6.61848e-06	6.15592e-06	5.4528e-06	-1.51547e-06	-1.926e-06	-4.65598e-07	-3.62309e-06	3.91913e-06	5.21961e-06	6.95046e-07	-3.09772e-06	1.72633e-05	5.4971e-06	-5.63313e-06	6.80123e-07	-4.82615e-06	-2.76975e-06	3.43075e-06	-9.43526e-07	6.69493e-06	1.69794e-05	-8.84636e-07	7.27856e-06	-4.01112e-06	1.96705e-05	-2.82297e-06	1.2321e-05	-1.22144e-05	2.14778e-06	5.92153e-06	3.21676e-06	-3.00042e-06	7.42344e-06	9.13413e-06	5.67885e-06	5.83046e-06	-3.63017e-06	-6.05576e-06	-2.54027e-06	-1.15772e-06	2.71705e-06	7.34414e-06	8.4216e-06	-1.47068e-05	7.39953e-06	-9.28718e-06	3.10514e-06	-1.47539e-06	-2.45755e-07	-9.4671e-07	-5.46166e-06	-7.65622e-06	7.52887e-06	5.55785e-07	8.53134e-06	-1.05569e-05	-1.09762e-05	1.03394e-05	4.90431e-06	7.97062e-06	1.17265e-05	1.64825e-06	-8.32538e-06	1.08388e-05	1.18434e-05	-2.07654e-06	7.34245e-06	9.28632e-06	3.85952e-06	-2.45857e-06	1.29711e-05	-1.99138e-05	-7.44197e-06	1.59498e-05	3.61796e-06	-3.56897e-06	2.43633e-06	5.13614e-06	-7.57735e-06	-3.43323e-06	2.30391e-06	-1.74998e-06	1.58517e-05	-4.76129e-06	-7.23806e-06	7.73881e-07	-6.93957e-06	2.31607e-07	-7.73512e-06	2.07464e-07	-6.1438e-06	9.06184e-06	5.41539e-06	6.11216e-06	4.2793e-07	-1.2979e-05	1.15206e-05	4.62858e-07	-1.33556e-05	3.69493e-06	-6.40845e-08	-2.135e-06	-3.59291e-06	5.87674e-06	2.34442e-05	-2.09857e-07	9.19433e-06	1.45547e-05	-7.59606e-06	1.00961e-07	-8.33226e-06	1.00215e-05	-2.10485e-07	1.22775e-05	6.94512e-06	-7.85302e-06	1.66519e-06	7.8703e-06	7.14905e-06	5.49289e-06	4.17806e-07	5.38659e-07
b_ulbl	-6.41181e-07	-2.67895e-06	-2.73257e-07	-1.37084e-06	-3.68201e-06	-1.16455e-06	-1.66442e-06	-2.59534e-07	-4.53393e-07	-1.50387e-06	-6.05059e-07	1.97498e-07	6.23276e-07	-1.97907e-06	3.25531e-06	1.56607e-06	-5.35533e-07	1.05114e-06	3.67609e-06	-1.15611e-06	1.78181e-06	-1.97059e-06	7.58148e-07	7.49088e-07	-2.20691e-06	2.81639e-06	1.40972e-06	9.69176e-09	-1.9749e-06	-2.51837e-06	2.91038e-06	-1.0297e-06	8.3973e-07	7.74546e-07	6.9946e-07	3.54379e-06	-2.63899e-06	-5.74758e-07	2.3776e-06	5.08327e-06	3.26678e-06	3.63933e-06	1.40145e-08	1.33298e-06	2.67298e-06	2.64445e-06	1.29347e-06	4.16156e-06	2.2938e-06	-3.54982e-06	1.41119e-06	-4.61019e-06	3.43791e-06	-1.54346e-06	-4.07348e-08	1.09e-06	-3.61943e-06	-2.21377e-06	3.37689e-07	-3.11477e-06	2.46065e-06	-3.18038e-06	-3.43199e-06	4.42009e-07	1.32817e-06	5.71773e-07	-6.11309e-07	1.55439e-06	-1.71991e-06	3.3926e-06	2.00746e-06	3.8935e-06	3.38404e-06	-3.08184e-06	3.08631e-06	1.1863e-06	7.97526e-07	-5.59447e-06	1.47085e-07	-1.10685e-06	-4.48378e-07	-1.84228e-06	3.73414e-06	4.96887e-07	-1.05347e-06	-2.41786e-06	-1.96003e-06	-3.50142e-06	5.80127e-06	-3.24907e-06	-1.33916e-06	-2.65818e-06	1.54937e-07	-3.17721e-06	-4.53603e-06	-1.77661e-06	-5.70774e-07	2.88639e-06	1.93001e-06	1.62298e-06	1.51139e-06	-4.75062e-08	3.57156e-06	7.13222e-07	-4.1366e-06	-4.82673e-06	1.40898e-06	1.80089e-06	1.74325e-06	4.40565e-06	3.57549e-06	1.07855e-07	2.60834e-06	3.04973e-06	-8.80696e-07	2.28354e-06	2.28257e-07	2.90059e-06	2.68471e-06	-3.14678e-06	6.68363e-07	-3.05127e-06	6.62158e-07	7.12967e-06	4.96869e-06	1.65171e-08	-7.21269e-07	8.21634e-07
ldr_xnum,_[sp,_ofst]	8.8802e-07	1.28445e-06	1.42722e-06	1.90187e-06	-2.93211e-07	-1.73619e-06	-1.15569e-08	-1.95461e-06	-5.32087e-06	-1.39862e-06	-3.81612e-09	-1.02496e-06	3.76376e-06	-9.37873e-07	3.6284e-06	1.8805e-06	6.21786e-07	6.86156e-06	4.11559e-06	1.08555e-06	4.20126e-06	-1.3767e-06	-5.00287e-06	-1.53775e-07	-7.22489e-07	1.29146e-06	4.00064e-06	2.61952e-06	-4.10898e-07	4.13118e-06	-2.28833e-06	-2.95374e-07	-2.52498e-06	1.0546e-06	2.35944e-06	3.08616e-06	1.57409e-06	8.0146e-08	1.83281e-06	-4.26872e-06	1.69429e-06	1.76494e-06	6.09531e-06	-4.02588e-06	-2.24513e-06	-2.1747e-06	3.00755e-06	3.72867e-06	6.7578e-06	-2.29581e-06	4.73777e-07	-2.14651e-06	3.97692e-06	-1.8879e-06	2.90664e-06	-3.01714e-06	-7.92727e-07	9.05009e-07	-4.47527e-06	4.90991e-07	-8.49598e-07	2.09716e-06	-2.5827e-07	-7.515e-08	-5.73121e-07	3.69297e-06	7.11616e-08	1.21002e-06	-7.12206e-06	-4.69822e-06	-3.60233e-06	-7.12281e-06	-1.22302e-06	2.80543e-07	-1.34513e-07	1.48768e-06	5.2913e-06	-6.98255e-06	1.17423e-06	3.86252e-06	4.13606e-06	4.70883e-06	-1.40553e-06	5.54169e-06	4.39847e-07	7.45931e-07	5.15659e-06	1.70608e-06	-2.00523e-06	-4.38671e-07	-1.13638e-06	4.72156e-06	-3.42755e-06	-1.43666e-06	-3.43555e-06	2.81964e-06	-3.77414e-06	5.03095e-06	4.62951e-06	2.94874e-08	2.73141e-06	-2.39726e-06	5.96137e-06	2.39549e-06	2.8174e-07	-5.84313e-06	3.62042e-07	-6.24942e-07	2.81292e-06	5.06978e-06	5.25755e-07	-4.54135e-07	-4.00074e-07	-2.63539e-06	-4.1432e-06	-4.17738e-06	-1.26742e-06	2.19229e-06	1.87e-06	3.20941e-06	-1.89076e-07	-1.08324e-06	-6.29078e-07	-1.85913e-06	2.80695e-09	7.82733e-08	-9.70478e-07	-4.65182e-07
str_xnum,_[sp,_ofst]	2.43246e-05	6.58067e-06	-9.53614e-06	-2.08269e-05	1.51877e-05	3.0506e-06	-7.72992e-06	2.56987e-05	8.52619e-06	1.65313e-05	-4.15051e-06	-2.17506e-05	1.4354e-05	-1.8114e-06	-1.39182e-06	-2.08605e-06	-4.27675e-06	-2.28956e-05	-1.60866e-05	-4.13914e-06	3.7037e-06	1.2753e-05	-1.11559e-05	-2.80742e-06	1.46846e-05	-2.36221e-05	-1.52593e-05	9.03937e-06	3.98739e-06	-2.8861e-06	-4.7532e-06	6.14696e-06	1.59147e-05	-3.88469e-06	-4.13989e-06	-1.09247e-06	-1.82012e-06	5.02338e-06	-6.89137e-06	3.49487e-06	-3.02811e-06	-2.82939e-05	9.16734e-06	1.3009e-05	-8.49103e-06	-2.1537e-06	-4.96182e-06	4.5711e-06	1.18675e-05	1.06705e-06	1.76267e-05	8.23977e-06	6.33348e-06	-1.29873e-06	-1.94965e-05	-2.53848e-05	-4.389e-06	-1.60777e-05	1.03583e-06	-8.18093e-06	-1.16024e-06	-1.54691e-05	9.05524e-06	1.16163e-05	3.84468e-06	-5.31472e-06	7.20725e-06	3.00541e-06	-5.64153e-06	-2.03684e-06	-1.27645e-05	-1.55037e-05	-9.19145e-06	-2.45155e-06	6.80717e-06	-8.65259e-06	7.96951e-06	-5.39106e-06	-1.00712e-05	1.10546e-05	6.9927e-06	6.27735e-06	3.74052e-06	1.04883e-05	1.28645e-06	-3.72582e-06	4.0524e-06	-1.0211e-05	2.89929e-06	-5.66248e-06	-1.05945e-06	-1.36412e-05	-1.07962e-05	9.07759e-06	1.13126e-05	2.67379e-06	2.01606e-05	3.1303e-06	1.72353e-06	1.69438e-05	1.26679e-05	-2.81537e-05	-7.29989e-06	-5.32463e-06	2.29355e-07	8.11373e-06	9.64653e-06	3.0972e-06	5.58596e-06	9.11804e-06	1.71947e-05	-5.90759e-06	1.16849e-05	1.5909e-06	-6.80446e-06	-2.18876e-05	-2.15343e-05	-4.69768e-07	5.49562e-06	1.74598e-05	4.90651e-06	1.73726e-06	-3.62294e-06	-8.76605e-06	4.97047e-06	-4.33489e-06	1.84095e-05	4.66262e-06
ldr_wnum,_[sp,_ofst]	-1.5857e-05	-4.15237e-05	-1.03161e-05	1.98967e-05	-3.53512e-05	-3.24859e-05	5.77089e-06	-3.20387e-05	-9.77315e-06	-2.01533e-05	-3.92679e-07	-8.00836e-06	-4.87665e-06	3.78068e-06	3.32165e-05	1.56689e-05	-1.31221e-05	1.28469e-05	6.62087e-06	-2.12147e-05	6.16101e-07	-1.82635e-05	1.00873e-05	1.36712e-05	-3.1465e-05	3.13945e-05	-1.74176e-07	-9.89816e-07	-4.0931e-06	-2.36204e-06	3.77043e-07	-4.53622e-05	1.36794e-05	-5.2151e-06	1.88348e-05	3.62986e-05	2.94473e-06	-1.71243e-06	1.61459e-05	3.4168e-05	5.35868e-05	4.86512e-05	-9.95169e-06	2.83784e-06	5.8443e-06	-6.81875e-06	1.13337e-05	2.11637e-05	3.59946e-05	-3.25435e-05	-1.14047e-06	-1.29378e-06	2.02629e-06	-2.79366e-05	-1.49185e-05	-5.10737e-08	1.4897e-05	-1.24273e-05	2.29242e-06	-2.34975e-05	1.99873e-05	-3.35243e-05	6.08202e-07	-1.43375e-05	-2.62147e-06	3.00874e-06	5.38575e-06	-6.30349e-06	1.38986e-05	6.42294e-06	1.48298e-05	1.86472e-05	3.36122e-05	-1.40909e-05	1.7609e-06	1.27822e-05	1.26074e-05	-1.97293e-05	1.67073e-05	1.07636e-05	-2.09725e-05	1.82801e-05	7.46079e-06	-1.71027e-05	-1.95688e-05	7.91908e-06	-2.25886e-05	-2.23961e-05	4.54535e-05	-2.66172e-05	-5.45218e-06	-6.81448e-06	-3.10188e-06	-3.83631e-05	-2.61781e-05	-2.30404e-05	-1.10394e-06	8.87908e-06	3.28952e-05	-2.12813e-05	2.99458e-05	1.4929e-06	3.61788e-06	5.66603e-05	-3.14977e-05	-4.40504e-05	-1.03894e-05	4.26352e-06	-1.31623e-05	2.66832e-05	4.96477e-05	-2.54632e-05	-6.15783e-06	-8.70215e-06	1.26693e-05	4.72224e-05	1.48024e-05	3.51414e-05	-1.03205e-06	-3.48472e-05	4.02687e-05	-4.66698e-06	2.28385e-05	1.85754e-05	1.99104e-05	-1.13045e-05	1.13091e-05	5.35324e-06
ldr_xnum,_[xnum,_ofst]	1.01463e-06	1.02989e-05	-4.05326e-06	-7.1801e-06	7.5172e-06	5.11725e-06	7.80883e-07	-2.0376e-06	6.98093e-06	-3.02801e-06	-2.3129e-06	1.51314e-06	3.02228e-06	8.8448e-06	-5.46189e-06	6.3763e-07	5.72171e-06	6.0671e-06	-1.16295e-05	4.56935e-06	1.04211e-05	-3.73351e-06	-1.0999e-05	-1.9908e-05	1.33511e-07	-7.55772e-06	8.75814e-08	7.02342e-06	4.90787e-06	8.84444e-06	5.32598e-06	1.44784e-06	-2.4179e-06	-8.76326e-07	-4.80127e-06	3.72081e-06	-4.91419e-06	7.26784e-06	-6.30122e-06	5.04913e-06	4.2404e-06	-4.26574e-06	1.58063e-05	-4.07276e-06	-7.4973e-06	4.87403e-06	2.14814e-06	3.4127e-06	6.7747e-06	-8.92257e-06	1.94734e-06	4.57668e-07	-3.32461e-06	-3.21941e-06	4.90868e-06	-5.23231e-06	-1.48406e-05	-1.07184e-05	2.57249e-08	7.87308e-06	1.57082e-07	3.33461e-06	-4.09274e-06	9.58684e-06	2.0744e-06	6.90773e-06	-3.36885e-06	3.18142e-07	-1.94424e-05	-6.68283e-07	9.82211e-06	-1.52932e-05	-1.97846e-05	5.82562e-06	1.94864e-06	-3.29484e-06	7.21919e-06	-1.35895e-05	-8.68769e-06	6.4074e-06	9.28609e-06	-5.14251e-06	3.88757e-06	3.22604e-06	6.84871e-06	-8.81508e-06	1.06856e-05	3.04138e-06	-1.79968e-06	1.9934e-07	8.99388e-07	1.48316e-05	-4.63832e-06	4.98907e-07	3.47251e-06	8.71574e-06	-3.6137e-06	1.02282e-05	9.01303e-06	5.81491e-06	1.06292e-05	-1.71394e-05	6.28213e-06	-1.16849e-05	1.704e-06	4.14637e-06	7.93471e-06	-2.40543e-06	8.4039e-06	1.00343e-05	9.32893e-06	2.05807e-06	9.15004e-06	6.53738e-06	-5.18481e-06	-2.1206e-05	-6.88678e-06	5.44198e-06	5.06486e-06	1.34942e-05	-4.30218e-06	-1.26283e-05	-1.91449e-06	4.92093e-06	2.82924e-06	-8.01872e-07	-3.5616e-06	9.23823e-07
stur_xnum,_[xnum,_ofst]	-1.05275e-05	1.8424e-05	-1.15114e-05	-1.86264e-05	-1.30579e-05	3.35083e-06	3.15067e-06	2.44154e-05	5.49448e-06	4.3222e-06	-1.30329e-06	-6.70076e-06	-1.00891e-05	4.5681e-07	-2.45331e-06	-3.5079e-06	-6.1604e-06	4.97361e-06	-6.54363e-06	-2.16843e-06	-4.96622e-06	-6.07885e-06	4.50847e-07	8.56451e-06	7.4607e-06	-5.1975e-06	9.87023e-06	-7.31894e-06	1.03713e-05	-1.05518e-05	1.74244e-05	-6.06121e-06	1.76504e-05	-1.99131e-05	-5.82573e-06	7.14034e-06	6.97937e-06	-3.21818e-06	9.74893e-06	3.09055e-06	-1.31397e-06	-2.1834e-05	-1.08548e-05	-3.2172e-07	3.4056e-06	1.94583e-06	-4.63254e-06	-6.06478e-06	6.91525e-06	-8.76546e-06	1.10854e-05	2.18643e-06	1.84253e-06	3.76064e-07	-1.33636e-05	-1.23358e-05	-2.41466e-06	-4.4238e-06	1.97982e-05	7.52939e-06	1.22255e-05	-2.07952e-05	-5.82999e-06	9.9252e-06	9.67449e-06	-5.96929e-06	1.18011e-05	1.88153e-06	-3.46328e-06	1.99943e-05	2.38271e-06	2.47791e-06	7.97619e-06	1.28031e-05	9.75527e-06	2.02453e-06	2.08231e-05	-4.36381e-06	-1.33304e-05	1.04999e-05	1.14152e-06	-2.02942e-05	1.04137e-05	4.21103e-06	-1.44078e-07	3.39296e-06	-3.56079e-07	-6.07953e-06	1.72185e-05	7.0238e-06	-1.08862e-05	-9.99203e-06	-6.82211e-06	-1.89924e-07	2.18875e-06	-2.95033e-06	-4.38899e-06	-7.3964e-06	7.26861e-07	1.64004e-05	9.65541e-07	-1.48837e-05	-1.77237e-06	-1.13765e-05	-1.29516e-05	1.39881e-05	4.2551e-06	-4.79156e-06	-1.1145e-05	-5.02069e-06	1.33115e-05	-3.3693e-06	1.6636e-05	1.68289e-05	-4.76831e-06	-2.57101e-06	-1.82321e-05	1.6945e-05	-7.16982e-07	2.33354e-05	5.15551e-06	1.63057e-06	-7.88869e-07	7.48339e-06	1.76661e-05	-6.08736e-06	-1.0904e-05	-2.54558e-06
orr_wnum,_wzr,_ofst	1.9592e-07	-1.15869e-06	-1.47165e-06	-3.16421e-06	-8.59769e-06	-3.01164e-06	-3.01024e-06	7.86935e-07	-6.78688e-06	5.8253e-06	-2.74384e-06	2.23262e-06	5.74592e-06	-7.12918e-06	6.67199e-06	7.71314e-06	-4.04971e-06	1.50135e-06	7.45238e-06	-2.80733e-06	7.01743e-06	-1.10452e-05	9.05931e-06	6.68227e-06	-3.44121e-06	-3.67459e-06	5.09202e-06	1.72138e-06	-7.57914e-06	-7.58433e-06	-3.91233e-06	-3.65899e-06	8.45827e-06	8.03035e-06	1.77783e-05	5.81367e-06	-1.66892e-06	3.98793e-06	9.52098e-08	1.53994e-05	8.56465e-06	-1.86855e-06	3.38818e-06	6.20627e-06	9.12737e-08	-3.07293e-06	-3.90149e-06	1.38645e-05	7.29864e-06	-5.23186e-06	8.27239e-06	-2.07627e-06	7.65423e-06	7.41745e-06	-6.17804e-07	4.79462e-07	-7.73248e-06	-6.15596e-06	-1.15683e-05	-8.27822e-06	2.49924e-06	-1.07965e-05	2.52853e-06	-6.57234e-06	4.66096e-06	-7.88188e-06	-8.22927e-06	8.34044e-07	7.52224e-06	8.81543e-06	-9.46587e-06	6.07566e-07	1.52822e-05	-1.10217e-05	1.6775e-05	4.5681e-06	4.23953e-06	-1.10085e-05	1.89389e-06	-6.85937e-06	-4.86892e-06	5.18677e-06	6.59048e-06	6.27787e-06	1.0833e-06	-6.5263e-06	2.31614e-06	-1.37237e-05	1.06277e-05	-2.75278e-06	1.07753e-06	-9.43156e-06	2.42423e-06	-1.66932e-05	-1.06702e-05	-1.44458e-05	3.68395e-06	1.56391e-05	6.80866e-06	9.73073e-06	2.30828e-06	1.3349e-06	-3.79194e-06	1.56089e-05	-6.79685e-06	-1.62543e-05	4.67746e-06	5.17544e-06	1.18351e-05	1.3585e-05	9.84739e-06	1.5354e-06	-3.08984e-06	-4.14282e-07	-9.12603e-06	-1.36657e-06	-5.04667e-06	5.42685e-06	5.20275e-06	-8.31948e-06	4.68299e-06	3.99057e-07	1.43411e-05	1.09053e-05	6.70626e-06	-1.52249e-07	1.07636e-05	-7.3216e-08
tbnz_wnum,_ofst,_ulbl	-9.19809e-07	-1.01743e-05	-5.37512e-06	-5.37785e-06	-7.05458e-06	-3.94482e-06	8.25278e-07	-3.62414e-06	-9.41966e-06	-7.23784e-06	-3.20133e-06	6.49278e-06	1.29209e-05	-1.29637e-05	4.15212e-06	-1.49294e-06	-7.49791e-06	-4.19193e-06	3.67723e-06	-4.00096e-06	8.09755e-06	6.44109e-06	-6.50526e-07	6.06571e-06	-9.42738e-06	4.21937e-06	-6.76648e-06	5.99906e-06	-8.9839e-06	-2.98608e-06	-9.30201e-06	-1.49658e-05	5.10988e-06	1.30286e-05	8.36783e-06	1.18165e-05	-1.03377e-05	8.7664e-06	1.19007e-06	3.1185e-05	7.15217e-06	8.46125e-06	9.67692e-06	8.87712e-06	-1.8404e-06	5.29907e-06	3.8239e-06	1.43815e-05	7.69989e-06	-9.52004e-06	3.47785e-06	-4.95296e-06	5.78077e-06	-1.04824e-05	-3.19249e-06	-1.39654e-06	8.15785e-06	-4.69112e-06	1.51939e-06	-1.02889e-05	1.27292e-05	-4.18546e-06	-4.88964e-08	-1.00608e-05	3.27426e-06	-7.84235e-06	-3.92685e-06	8.01603e-06	3.63197e-06	7.11858e-07	5.12263e-06	9.43275e-06	7.89552e-06	-2.1161e-05	4.95971e-06	5.18806e-06	-4.11702e-06	-1.22792e-05	6.23263e-06	-1.80645e-05	1.08722e-06	-7.46897e-07	3.68154e-06	-8.54721e-07	6.57915e-07	-1.66523e-07	-9.304e-06	-1.23147e-05	1.89578e-05	-7.701e-06	7.88673e-07	-1.15973e-05	-2.03743e-06	-8.39273e-06	-4.84211e-06	-8.17387e-06	-1.64293e-07	1.41085e-05	1.34552e-05	1.38909e-06	1.49057e-05	3.31688e-06	3.82637e-06	1.65015e-05	-9.2438e-06	-2.76133e-05	1.78055e-06	1.15502e-05	1.11602e-05	1.20135e-05	1.20307e-05	-5.4096e-06	7.09285e-06	-2.75562e-06	7.2851e-06	9.33936e-06	-1.76889e-06	1.0775e-05	9.43106e-06	-1.04732e-05	1.65612e-05	-5.58625e-06	1.00227e-05	2.00446e-05	1.86758e-05	-9.07784e-06	1.13021e-05	6.8246e-06
